StationName,StationID,δμ,δϕ,δξ
FORET MONTMORENCY RCS,7042395,4.291852497573245e-5,9.108926732004363e-6,-7.657412232311978e-6
GAGNON A,7042590,-0.0001853672797480499,-2.054369591641958e-5,-1.0692374540200583e-5
GRAND FONDS,7042870,0.0006579086418838642,4.9019915480119636e-5,-6.462322029700263e-6
HAVRE-SAINT-PIERRE A,7043018,7.752863771770535e-5,-9.389804217718734e-6,8.755314706315742e-6
NATASHQUAN A,7045400,-1.3806027112650554e-6,1.6607056556594557e-5,6.491732176316933e-6
PENTECOTE,7045910,9.431800896209097e-5,2.954198113824802e-5,1.0425143592840413e-5
SEPT-ILES,7047914,0.00016114495215902025,-8.522162397994748e-6,2.5389223518145626e-6
BAIE-COMEAU,704S001,-0.00013796207566940666,-1.4503925992670474e-5,-1.4852894861083765e-5
CAP MADELEINE,7051160,0.00016755657285472125,1.794268763788409e-5,-2.5077509943294274e-5
CAP SEIZE,7051175,0.0001693860336047237,-3.392159159343322e-6,-2.346548907487811e-5
GASPE A,7052601,-0.0003919111280481502,-3.6301803709726244e-6,1.3730179639390161e-5
GRANDE RIVIERE,7052820,-0.0005084222561109186,1.369720808019892e-5,-5.3511383121818135e-6
LAC HUMQUI,7053649,0.0002169255834800765,1.2997050795604537e-5,-1.9731596574653005e-5
LA POCATIERE CDA,7054095,0.0001866444905260778,4.71800930457178e-6,2.38205992883489e-6
MATANE,7054640,0.00026912264594614044,2.287869756312233e-6,6.034704791491041e-6
MONT JOLI A,7055121,-1.0726771272118185e-5,-3.815182943345263e-6,-1.2614181243604528e-5
MURDOCHVILLE,7055380,0.000522531721138364,4.443799596742792e-6,-3.648163416469785e-6
NOTRE DAME DU LAC,7055675,0.0001448357818745194,1.0438008833490997e-5,-9.062340042609307e-6
NOUVELLE,7055705,-0.0003892714156279453,-3.490682778828358e-6,2.0353269469156055e-5
RIMOUSKI,7056480,0.00015184084701047595,1.3680987223096963e-6,-1.8563260591564906e-5
RIVIERE AU RENARD,7056563,-0.000712545481896143,-1.3671736534437429e-5,2.087170199449595e-5
RIVIERE DU LOUP,7056615,9.142347650481497e-5,-1.4151730774791815e-5,-3.9654746882278324e-6
ST ALEXIS DE MATAPEDIA,7056814,0.0001823138705248084,-3.0396731849346992e-5,3.2698597160207843e-6
ST BRUNO KAMOURASKA,7056922,0.0003334917807009674,2.4572680382028977e-5,-2.5889157532731077e-6
ST CHARLES GARNIER,7056970,-0.00019996299427305075,2.8204625945882356e-6,4.25372682012759e-6
STE GERMAINE,7057287,-6.687507731584219e-5,1.2687109638864769e-5,-1.039893619991794e-5
ST JEAN DE CHERBOURG,7057395,0.000146226198921795,-5.698315270752374e-6,9.244130413109397e-6
ST MALACHIE,7057518,-3.716914035578611e-5,1.2546473655561385e-6,2.5098826671655916e-5
ST MODESTE,7057574,5.505106931025239e-5,-2.611554357656587e-5,8.298351526075942e-6
ILES DE LA MADELEINE A,705C2G9,-0.00012003881238342728,-1.956826246285459e-5,1.0661213032836514e-5
BAGOTVILLE A,7060400,5.058340583730114e-6,-2.043176129351565e-5,2.1317304944642318e-5
JONQUIERE,7063370,8.867286057778756e-5,2.4133923682612135e-5,-2.4565887370760903e-6
LAC STE CROIX,7063690,-8.141173375264543e-5,5.7473653360951005e-6,1.8025219826883765e-5
MONT APICA,7065100,-0.00033959133357086557,-4.489908701610368e-5,-2.108764814989783e-6
NORMANDIN CDA,7065640,1.632889533453863e-5,-1.670012719046099e-5,8.579501736272199e-7
PORTAGE DES ROCHES,7066080,0.0007214932402774821,4.121460730877047e-5,-3.780052351706753e-5
ROBERVAL A,7066685,0.0003304896981433103,1.1999184601929613e-5,-1.4160631864448825e-5
ST COEUR DE MARIE,7067060,1.1346145385005002e-5,-4.298923342194172e-6,6.945967991459079e-6
LA BAIE,706Q001,0.00017860598126162586,-3.695227848155014e-7,-2.4829885314991973e-5
GRANDE ANSE,7072816,0.0007845570137874347,4.394194479218072e-5,-6.27156643765725e-5
LA TUQUE,7074240,-7.981441753912577e-5,3.0318787938021785e-6,-5.1220497191417635e-6
ST MICHEL DES SAINTS,7077570,0.00016859948931369217,-9.798669287519601e-6,-1.096701929043098e-5
BARRAGE ANGLIERS,7080452,0.00017616973063638852,-4.272651241699066e-7,-8.291236852427109e-6
BARRAGE TEMISCAMINGUE,7080468,0.0003523046296152188,-9.797533731426e-6,-1.0724288015346098e-5
AMOS,7090120,-7.179643560561999e-5,2.169226266657276e-5,2.6279268946965972e-5
CHIBOUGAMAU CHAPAIS A,7091404,3.163754072232905e-5,7.072299733401621e-6,4.0052594581369005e-6
LA GRANDE RIVIERE A,7093716,-3.442905466499724e-5,4.778374528502383e-6,1.2278668696130701e-5
LA SARRE,7094120,3.883554269634715e-5,4.260597755889606e-5,-2.6523574309156306e-5
MATAGAMI A,7094639,-0.0004100297759137561,-1.0356507651465563e-7,6.480106760922699e-6
NITCHEQUON,7095480,0.0005530037207108762,5.504443543014048e-5,-4.09985562261489e-5
RIVIERE HEVA,7096621,0.00039825116861891274,2.7321972191796107e-5,-1.4246073050762365e-5
VAL-D'OR A,7098600,0.00010539574039825084,-7.959622736031235e-6,-7.096733704442526e-6
INUKJUAK UA,7103282,0.00013418940809373225,2.915761781352444e-6,1.3856299153347518e-5
KUUJJUARAPIK A,7103536,1.542286364042411e-5,1.87863263692023e-5,-5.87588226924618e-6
KUUJJUAQ A,7113534,-2.2008119561434114e-5,1.4297698394116765e-6,-2.5229570937279318e-5
QUAQTAQ,7116270,0.0001512741898856973,1.1816750607795967e-5,-2.272259369129337e-5
SCHEFFERVILLE A,7117825,0.00019016330067955778,6.933357588057021e-6,1.0023634191017039e-5
